1879 Amedee-Bollee Marie-Anne | Speed | 18 kmph
Ferrari 550 GTS | Volume | 6000 cc
Ferrari 550 GTS | Cylinders | V12
Ferrari 550 GTS | Power | 600 hp
Ferrari 550 GTS | Max rpm | 7500
Ferrari 550 GTS | Weight | 1100 kg
Ferrari 550 GTS | Length | 4550 mm
Ferrari 550 GTS | Width | 1990 mm
Ferrari 550 GTS | Height | 1200 mm
Ferrari 550 GTS | Fuel tank | 100 L
Ferrari 550 GTS | Gears | 6
Ferrari 550 GTS | Drive | rear
Ferrari 575 GTC | Volume | 5997 cc
Ferrari 575 GTC | Cylinders | V12
Ferrari 575 GTC | Power | 605 hp @ 6000 rpm
Ferrari 575 GTC | Torque | 730 nm @ 5200 rpm
Ferrari 575 GTC | Compression ratio | 12.9
Ferrari 575 GTC | Speed | 335 kmph
Ferrari 575 GTC | 0-100 kmph | 3.6 s
Ferrari 575 GTC | Weight | 1100 kg
Ferrari 575 GTC | Length | 4590 mm
Ferrari 575 GTC | Width | 2035 mm
Ferrari 575 GTC | Height | 1170 mm
Ferrari 575 GTC | Wheelbase | 2520 mm
Ferrari 575 GTC | Engine placement | front longitudinal
Ferrari 575 GTC | Front wheels | 12x18
Ferrari 575 GTC | Rear wheels | 13x18
Ferrari 575 GTC | Gears | 6 seq
Ferrari 575 GTC | Drive | rear
Ferrari Enzo | Price | 650000 EUR
Ferrari Enzo | Count | 349
Ferrari Enzo | Volume | 5998 cc
Ferrari Enzo | Cylinders | V12
Ferrari Enzo | Compressor | no
Ferrari Enzo | Power | 660 hp @ 7800 rpm
Ferrari Enzo | Torque | 657 nm @ 5500 rpm
Ferrari Enzo | Engine placement | center
Ferrari Enzo | Brakes | disc
Ferrari Enzo | Brakes size | 380 mm
Ferrari Enzo | Gears | 6 manual
Ford Focus RS | Price | 1238800 RUR @ 2009 Russia
Ford Focus RS | Volume | 2498 cc
Ford Focus RS | Compressor | turbo
Ford Focus RS | Power | 305 hp
Ford Focus RS | Torque | 440 nm
Ford Focus RS | 0-100 kmph | 5.9 s
Ford Focus RS | Fuel consumption | 9.4 L/100km
Ford Focus RS | Length | 4402 mm
Ford Focus RS | Width | 2020 mm
Ford Focus RS | Height | 1484 mm
Geiger Mustang GT 250 | Volume | 5.2 L
Geiger Mustang GT 250 | Cylinders | V8
Geiger Mustang GT 250 | Power | 300 hp
Geiger Mustang GT 250 | Power | 520 hp
Hispano Suiza H6C 1924 Tulipwood Torpedo | Volume | 487 cin
Hispano Suiza H6C 1924 Tulipwood Torpedo | Cylinders | 6
Hispano Suiza H6C 1924 Tulipwood Torpedo | Power | 200 hp @ 3050 rpm
Hispano Suiza H6C 1924 Tulipwood Torpedo | Fuel tank | 46 gal
Honda Civic | Price | 674000 RUR @ 2009 Russia
Honda Civic | Price | 775000 RUR @ 2009 Russia
Honda Civic | Volume | 1.8 L
Honda Civic | Power | 140 hp
Honda Civic | Body | hatchback
Honda Civic | Doors | 5
Honda Civic | Gears | 6 auto
Honda Civic | Gears | 6 manual
Honda Remix | Cylinders | 4
Honda Remix | Gears | 6 manual
Honda Remix | Drive | front
Hummer H3 | Price | 1715000 RUR @ 2009 Russia
Hummer H3 | Volume | 5328 cc
Hummer H3 | Cylinders | V8
Hummer H3 | Power | 305 hp
Hummer H3 | Torque | 432 nm @ 4000 rpm
Hummer H3 | Speed | 160 kmph
Hummer H3 | 0-100 kmph | 8.2 s
Hummer H3 | Fuel consumption | 14.5 L/100km
Hummer H3 | Length | 4742 mm
Hummer H3 | Width | 2172 mm
Hummer H3 | Height | 1872 mm
Hummer H3 | Wheelbase | 2842 mm
Hummer H3 | Gears | 4 auto
Hummer H3 | Drive | full
Hyundai i30 | Price | 530900 RUR @ 2009 Russia
Hyundai i30 | Price | 715900 RUR @ 2009 Russia
Hyundai i30 | Volume | 1.4 L
Hyundai i30 | Volume | 1591 cc
Hyundai i30 | Power | 109 hp
Hyundai i30 | Power | 122 hp
Hyundai i30 | Torque | 154 nm @ 4200 rpm
Hyundai i30 | Fuel | petrol
Hyundai i30 | Speed | 192 kmph
Hyundai i30 | 0-100 kmph | 11.1 s
Hyundai i30 | Fuel consumption | 6.2 L/100km
Hyundai i30 | Body | hatchback
Hyundai i30 | Length | 4245 mm
Hyundai i30 | Width | 1775 mm
Hyundai i30 | Height | 1480 mm
Hyundai i30 | Doors | 5
Hyundai i30 | Wheelbase | 2650 mm
Hyundai i30 | Gears | 4 auto
Hyundai i30 | Gears | 5 manual
Isdera Spyder 033-16 | Volume | 2960 cc
Isdera Spyder 033-16 | Cylinders | R6
Isdera Spyder 033-16 | Power | 231 hp @ 6400 rpm
Isdera Spyder 033-16 | Speed | 262 kmph
Isdera Spyder 033-16 | 0-100 kmph | 6.4 s
Isdera Spyder 033-16 | Weight | 970 kg
Isdera Spyder 033-16 | Length | 4160 mm
Isdera Spyder 033-16 | Width | 1710 mm
Isdera Spyder 033-16 | Height | 1130 mm
Isdera Spyder 033-16 | Fuel tank | 65 L
Isdera Spyder 033-16 | Front track | 1430 mm
Isdera Spyder 033-16 | Rear track | 1400 mm
Isdera Spyder 033-16 | Wheelbase | 2516 mm
Isdera Spyder 033-16 | Brakes | ventilated disc
Isdera Spyder 033-16 | Front tyres | 195/50 VR 15 P7
Isdera Spyder 033-16 | Rear tyres | 205/50 VR 15 P7
Isdera Spyder 033-16 | Wheels | 7Jx15
Isdera Spyder 033-16 | Gears | 5 manual
Italdesign Scighera | Volume | 2959 cc
Italdesign Scighera | Cylinders | V6
Italdesign Scighera | Power | 400 hp @ 7500 rpm
Italdesign Scighera | Speed | 330 kmph
Italdesign Scighera | 0-100 kmph | 5.1 s
Italdesign Scighera | Weight | 1450 kg
Italdesign Scighera | Length | 4320 mm
Italdesign Scighera | Width | 1980 mm
Italdesign Scighera | Height | 1150 mm
Italdesign Scighera | Front track | 1660 mm
Italdesign Scighera | Rear track | 1630 mm
Italdesign Scighera | Wheelbase | 2600 mm
Italdesign Scighera | Engine placement | center
Jaguar JX 6 | Volume | 4 L
Jaguar JX 6 | Cylinders | 6
Jaguar JX40 Sovereign | Volume | 2.9 L
Jaguar JX40 Sovereign | Valves per cylinder | 2
Jaguar Mk VII | Speed | 160 kmph
Jaguar R1 Formula 1 | Volume | 2998 cc
Jaguar R1 Formula 1 | Volume | 2998 cc
Jaguar R1 Formula 1 | Cylinders | V10
Jaguar R1 Formula 1 | Cylinders | V10
Jaguar R1 Formula 1 | Power | 800 hp @ 17500 rpm
Jaguar R1 Formula 1 | Power | 800 hp @ 17500 rpm
Jaguar R1 Formula 1 | Valves per cylinder | 4
Jaguar R1 Formula 1 | Valves per cylinder | 4
Jaguar R1 Formula 1 | Max rpm | 18000
Jaguar R1 Formula 1 | Max rpm | 18000
Jaguar R1 Formula 1 | Speed | 220 mph
Jaguar R1 Formula 1 | Speed | 220 mph
Jaguar R1 Formula 1 | 0-60 mph | 2.7 s
Jaguar R1 Formula 1 | 0-60 mph | 2.7 s
Jaguar R1 Formula 1 | Fuel consumption | 2.9 mpg
Jaguar R1 Formula 1 | Fuel consumption | 2.9 mpg
Jaguar R1 Formula 1 | Weight | 1323 lbs
Jaguar R1 Formula 1 | Weight | 1323 lbs
Jaguar R1 Formula 1 | Length | 182 in
Jaguar R1 Formula 1 | Length | 182 in
Jaguar R1 Formula 1 | Width | 70.9 in
Jaguar R1 Formula 1 | Width | 70.9 in
Jaguar R1 Formula 1 | Height | 37.4 in
Jaguar R1 Formula 1 | Height | 37.4 in
Jaguar R1 Formula 1 | Seats | 1
Jaguar R1 Formula 1 | Seats | 1
Jaguar R1 Formula 1 | Fuel tank | 39.6 gal
Jaguar R1 Formula 1 | Fuel tank | 39.6 gal
Jaguar R1 Formula 1 | Engine placement | center
Jaguar R1 Formula 1 | Engine placement | center
Jaguar R1 Formula 1 | Brakes | ventilated disc
Jaguar R1 Formula 1 | Brakes | ventilated disc
Jaguar R1 Formula 1 | Gears | 6 manual
Jaguar R1 Formula 1 | Gears | 6 manual
Jaguar R1 Formula 1 | Drive | rear
Jaguar R1 Formula 1 | Drive | rear
Jaguar S-Type | Price | 75000 USD
Jaguar S-Type | Cylinders | V6
Jaguar S-Type | Body | sedan
Jaguar S-Type | Length | 4860 mm
Jaguar S-Type | Width | 1819 mm
Jaguar S-Type | Height | 1416 mm
Jaguar S-Type | Fuel tank | 69.5 L
Jaguar S-Type | Trunk size | 370 L
Jaguar S-Type | Wheelbase | 2909 mm
Jaguar S-Type | Clearance | 140 mm
Jaguar S-Type | Drive | rear
Jaguar S-Type V6 | Volume | 2967 cc
Jaguar S-Type V6 | Cylinders | V6
Jaguar S-Type V6 | Power | 238 hp @ 6800 rpm
Jaguar S-Type V6 | Torque | 293 nm @ 4500 rpm
Jaguar S-Type V6 | Compression ratio | 10.5
Jaguar S-Type V6 | Speed | 235 kmph
Jaguar S-Type V6 | 0-100 kmph | 7.5 s
Jaguar S-Type V6 | Fuel consumption | 8 L/100km
Jaguar S-Type V6 | Fuel consumption | 14 L/100km
Jaguar S-Type V6 | Weight | 2030 kg
Jaguar S-Type V6 | Weight | 1630 kg
Jaguar S-Type V6 auto | Speed | 227 kmph
Jaguar S-Type V6 auto | 0-100 kmph | 8.5 s
Jaguar S-Type V6 auto | Fuel consumption | 9 L/100km
Jaguar S-Type V6 auto | Fuel consumption | 15 L/100km
Jaguar X-type | Price | 22000 GBP @ 2001
Jaguar X-type | Volume | 2495 cc
Jaguar X-type | Volume | 2968 cc
Jaguar X-type | Volume | 2.5 L
Jaguar X-type | Volume | 3 L
Jaguar X-type | Cylinders | V6
Jaguar X-type | Cylinders | V6
Jaguar X-type | Cylinders | V6
Jaguar X-type | Power | 196 hp @ 6800 rpm
Jaguar X-type | Power | 231 hp @ 6800 rpm
Jaguar X-type | Power | 196 hp
Jaguar X-type | Power | 230 hp
Jaguar X-type | Torque | 241 nm @ 3000 rpm
Jaguar X-type | Torque | 279 nm @ 3000 rpm
Jaguar X-type | Fuel feed | distributed injection
Jaguar X-type | Compression ratio | 10.3
Jaguar X-type | Compression ratio | 10.5
Jaguar X-type | Bore | 84.6 mm
Jaguar X-type | Bore | 89 mm
Jaguar X-type | Stroke | 79.5 mm
Jaguar X-type | Valves per cylinder | 4
Jaguar X-type | Speed | 224 kmph
Jaguar X-type | Speed | 229 kmph
Jaguar X-type | 0-100 kmph | 8.0 s
Jaguar X-type | Fuel consumption | 7.2 L/100km
Jaguar X-type | Fuel consumption | 13.6 L/100km
Jaguar X-type | Fuel consumption | 7.8 L/100km
Jaguar X-type | Fuel consumption | 15.1 L/100km
Jaguar X-type | Weight | 1555 kg
Jaguar X-type | Weight | 1595 kg
Jaguar X-type | Body | sedan
Jaguar X-type | Length | 4672 mm
Jaguar X-type | Width | 1789 mm
Jaguar X-type | Height | 1392 mm
Jaguar X-type | Seats | 5
Jaguar X-type | Doors | 4
Jaguar X-type | Fuel tank | 61 L
Jaguar X-type | Trunk size | 452 L
Jaguar X-type | Front track | 1537 mm
Jaguar X-type | Rear track | 1522 mm
Jaguar X-type | Wheelbase | 2710 mm
Jaguar X-type | Engine placement | front transverse
Jaguar X-type | Brakes | disc
Jaguar X-type | Tyres | 205/55 R16
Jaguar X-type | Wheels | 17
Jaguar X-type | Gears | 5 auto
Jaguar X-type | Gears | 5 manual
Jaguar X-type | Drive | full
Jaguar X-type | Drive | full constant
Jaguar X-Type | Volume | 2495 cc
Jaguar X-Type | Cylinders | V6
Jaguar X-Type | Power | 196 hp @ 6800 rpm
Jaguar X-Type | Torque | 241 nm @ 3000 rpm
Jaguar X-Type | Fuel feed | distributed injection
Jaguar X-Type | Compression ratio | 10.3
Jaguar X-Type | Bore | 84.6 mm
Jaguar X-Type | Stroke | 79.5 mm
Jaguar X-Type | Valves per cylinder | 4
Jaguar X-Type | Speed | 220 kmph
Jaguar X-Type | 0-100 kmph | 9.0 s
Jaguar X-Type | Fuel consumption | 7.6 L/100km
Jaguar X-Type | Fuel consumption | 15.0 L/100km
Jaguar X-Type | Weight | 1595 kg
Jaguar X-Type | Body | sedan
Jaguar X-Type | Length | 4672 mm
Jaguar X-Type | Width | 1789 mm
Jaguar X-Type | Height | 1392 mm
Jaguar X-Type | Seats | 5
Jaguar X-Type | Doors | 4
Jaguar X-Type | Fuel tank | 61 L
Jaguar X-Type | Trunk size | 452 L
Jaguar X-Type | Front track | 1537 mm
Jaguar X-Type | Rear track | 1522 mm
Jaguar X-Type | Wheelbase | 2710 mm
Jaguar X-Type | Engine placement | front transverse
Jaguar X-Type | Brakes | disc
Jaguar X-Type | Tyres | 205/55 R16
Jaguar X-Type | Gears | 5 auto
Jaguar X-Type | Drive | full
Jaguar X-type 3.0 Sport | Volume | 2968 cc
Jaguar X-type 3.0 Sport | Cylinders | V6
Jaguar X-type 3.0 Sport | Power | 231 hp @ 6800 rpm
Jaguar X-type 3.0 Sport | Torque | 279 nm @ 3000 rpm
Jaguar X-type 3.0 Sport | Fuel feed | distributed injection
Jaguar X-type 3.0 Sport | Compression ratio | 10.5
Jaguar X-type 3.0 Sport | Bore | 89 mm
Jaguar X-type 3.0 Sport | Stroke | 79.5 mm
Jaguar X-type 3.0 Sport | Valves per cylinder | 4
Jaguar X-type 3.0 Sport | Speed | 234 kmph
Jaguar X-type 3.0 Sport | 0-100 kmph | 7.0 s
Jaguar X-type 3.0 Sport | Fuel consumption | 7.4 L/100km
Jaguar X-type 3.0 Sport | Fuel consumption | 14.8 L/100km
Jaguar X-type 3.0 Sport | Weight | 1555 kg
Jaguar X-type 3.0 Sport | Body | sedan
Jaguar X-type 3.0 Sport | Length | 4672 mm
Jaguar X-type 3.0 Sport | Width | 1789 mm
Jaguar X-type 3.0 Sport | Height | 1392 mm
Jaguar X-type 3.0 Sport | Seats | 5
Jaguar X-type 3.0 Sport | Doors | 4
Jaguar X-type 3.0 Sport | Fuel tank | 61 L
Jaguar X-type 3.0 Sport | Trunk size | 452 L
Jaguar X-type 3.0 Sport | Front track | 1537 mm
Jaguar X-type 3.0 Sport | Rear track | 1522 mm
Jaguar X-type 3.0 Sport | Wheelbase | 2710 mm
Jaguar X-type 3.0 Sport | Engine placement | front transverse
Jaguar X-type 3.0 Sport | Brakes | disc
Jaguar X-type 3.0 Sport | Tyres | 225/45 R17
Jaguar X-type 3.0 Sport | Gears | 5 manual
Jaguar X-type 3.0 Sport | Drive | full
Jaguar XJ 12 | Cylinders | V12
Jaguar XJ 12 | Power | 311 hp
Jaguar XJ 6 | Volume | 3.2 L
Jaguar XJ 6 | Cylinders | 6
Jaguar XJ 6 | Gears | 4 auto
Jaguar XJ-S | Count | 10000
Jaguar XJ-S | Body | coupe
Jaguar XJ6 | Price | 2400 GBP
Jaguar XJ6 | Volume | 4.2 L
Jaguar XJ6 | Cylinders | V12
Jaguar XJ6 | Speed | 200 kmph
Jaguar XJ6 | 0-100 kmph | 9.0 s
Jaguar XJ8 | Volume | 3248 cc
Jaguar XJ8 | Volume | 3996 cc
Jaguar XJ8 | Cylinders | V8
Jaguar XJ8 | Power | 237 hp @ 6350 rpm
Jaguar XJ8 | Power | 284 hp @ 6100 rpm
Jaguar XJ8 | Torque | 375 nm @ 4250 rpm
Jaguar XJ8 | Torque | 310 nm @ 4350 rpm
Jaguar XJ8 | Fuel feed | distributed injection
Jaguar XJ8 | Compression ratio | 10.5
Jaguar XJ8 | Compression ratio | 10.8
Jaguar XJ8 | Bore | 86 mm
Jaguar XJ8 | Stroke | 70 mm
Jaguar XJ8 | Stroke | 86 mm
Jaguar XJ8 | Valves per cylinder | 4
Jaguar XJ8 | Speed | 225 kmph
Jaguar XJ8 | Speed | 240 kmph
Jaguar XJ8 | 0-100 kmph | 7.0 s
Jaguar XJ8 | 0-100 kmph | 8.0 s
Jaguar XJ8 | Fuel consumption | 8.9 L/100km
Jaguar XJ8 | Fuel consumption | 17.2 L/100km
Jaguar XJ8 | Fuel consumption | 9.2 L/100km
Jaguar XJ8 | Fuel consumption | 17.1 L/100km
Jaguar XJ8 | Weight | 1710 kg
Jaguar XJ8 | Body | sedan
Jaguar XJ8 | Length | 5024 mm
Jaguar XJ8 | Width | 1799 mm
Jaguar XJ8 | Height | 1314 mm
Jaguar XJ8 | Seats | 5
Jaguar XJ8 | Doors | 4
Jaguar XJ8 | Fuel tank | 81 L
Jaguar XJ8 | Trunk size | 410 L
Jaguar XJ8 | Front track | 1500 mm
Jaguar XJ8 | Rear track | 1498 mm
Jaguar XJ8 | Wheelbase | 2870 mm
Jaguar XJ8 | Engine placement | front longitudinal
Jaguar XJ8 | Brakes | disc
Jaguar XJ8 | Tyres | 235/50 ZR16
Jaguar XJ8 | Gears | 5 auto
Jaguar XJ8 | Drive | rear
Jaguar XJ8 Sovereign LBW | Volume | 3996 cc
Jaguar XJ8 Sovereign LBW | Cylinders | V8
Jaguar XJ8 Sovereign LBW | Power | 284 hp @ 6100 rpm
Jaguar XJ8 Sovereign LBW | Torque | 375 nm @ 4250 rpm
Jaguar XJ8 Sovereign LBW | Fuel feed | distributed injection
Jaguar XJ8 Sovereign LBW | Compression ratio | 10.8
Jaguar XJ8 Sovereign LBW | Bore | 86 mm
Jaguar XJ8 Sovereign LBW | Stroke | 86 mm
Jaguar XJ8 Sovereign LBW | Valves per cylinder | 4
Jaguar XJ8 Sovereign LBW | Speed | 240 kmph
Jaguar XJ8 Sovereign LBW | 0-100 kmph | 7.0 s
Jaguar XJ8 Sovereign LBW | Fuel consumption | 8.9 L/100km
Jaguar XJ8 Sovereign LBW | Fuel consumption | 17.2 L/100km
Jaguar XJ8 Sovereign LBW | Weight | 1730 kg
Jaguar XJ8 Sovereign LBW | Body | sedan
Jaguar XJ8 Sovereign LBW | Length | 5149 mm
Jaguar XJ8 Sovereign LBW | Width | 1799 mm
Jaguar XJ8 Sovereign LBW | Height | 1333 mm
Jaguar XJ8 Sovereign LBW | Seats | 5
Jaguar XJ8 Sovereign LBW | Doors | 4
Jaguar XJ8 Sovereign LBW | Fuel tank | 81 L
Jaguar XJ8 Sovereign LBW | Trunk size | 410 L
Jaguar XJ8 Sovereign LBW | Front track | 1500 mm
Jaguar XJ8 Sovereign LBW | Rear track | 1498 mm
Jaguar XJ8 Sovereign LBW | Wheelbase | 2995 mm
Jaguar XJ8 Sovereign LBW | Engine placement | front longitudinal
Jaguar XJ8 Sovereign LBW | Brakes | disc
Jaguar XJ8 Sovereign LBW | Tyres | 235/50 ZR16
Jaguar XJ8 Sovereign LBW | Gears | 5 auto
Jaguar XJ8 Sovereign LBW | Drive | rear
Jaguar XJR | Volume | 4 L
Jaguar XJR | Compressor | mechanical
Jaguar XJR | Speed | 250 kmph
Jaguar XJR-9 | Volume | 6885 cc
Jaguar XJR-9 | Cylinders | V12
Jaguar XJR-9 | Power | 750 hp @ 7200 rpm
Jaguar XJR-9 | Compression ratio | 12.0
Jaguar XJR-9 | Valves per cylinder | 2
Jaguar XJR-9 | Speed | 395 kmph
Jaguar XJR-9 | Weight | 881 kg
Jaguar XJR-9 | Length | 4780 mm
Jaguar XJR-9 | Width | 2000 mm
Jaguar XJR-9 | Height | 1030 mm
Jaguar XJR-9 | Front track | 1500 mm
Jaguar XJR-9 | Rear track | 1500 mm
Jaguar XJR-9 | Wheelbase | 2780 mm
Jaguar XJR-9 | Engine placement | center longitudinal
Jaguar XJR-9 | Gears | 5 manual
Jaguar XJR-9 | Drive | rear
Jaguar XK-SS | Count | 16
Jaguar XK8 Convertible | Volume | 3996 cc
Jaguar XK8 Convertible | Cylinders | V8
Jaguar XK8 Convertible | Power | 284 hp @ 6100 rpm
Jaguar XK8 Convertible | Torque | 375 nm @ 4250 rpm
Jaguar XK8 Convertible | Fuel feed | distributed injection
Jaguar XK8 Convertible | Compression ratio | 10.8
Jaguar XK8 Convertible | Bore | 86 mm
Jaguar XK8 Convertible | Stroke | 86 mm
Jaguar XK8 Convertible | Valves per cylinder | 4
Jaguar XK8 Convertible | Speed | 250 kmph
Jaguar XK8 Convertible | 0-100 kmph | 7.0 s
Jaguar XK8 Convertible | Fuel consumption | 8.6 L/100km
Jaguar XK8 Convertible | Fuel consumption | 17.4 L/100km
Jaguar XK8 Convertible | Weight | 1705 kg
Jaguar XK8 Convertible | Body | roadster
Jaguar XK8 Convertible | Length | 4760 mm
Jaguar XK8 Convertible | Width | 1829 mm
Jaguar XK8 Convertible | Height | 1306 mm
Jaguar XK8 Convertible | Seats | 2+2
Jaguar XK8 Convertible | Doors | 2
Jaguar XK8 Convertible | Fuel tank | 75 L
Jaguar XK8 Convertible | Trunk size | 307 L
Jaguar XK8 Convertible | Front track | 1504 mm
Jaguar XK8 Convertible | Rear track | 1498 mm
Jaguar XK8 Convertible | Wheelbase | 2588 mm
Jaguar XK8 Convertible | Engine placement | front longitudinal
Jaguar XK8 Convertible | Brakes | disc
Jaguar XK8 Convertible | Tyres | 245/50 ZR18
Jaguar XK8 Convertible | Gears | 5 auto
Jaguar XK8 Convertible | Drive | rear
Jaguar XKR | Volume | 4 L
Jaguar XKR | Cylinders | V8
Jaguar XKR | Compressor | turbo
Jaguar XKR | Power | 363 hp
Jaguar XKR | Power | 400 hp
Jaguar XKR | 0-100 kmph | 5.4 s
Jaguar XKR Convertible | Volume | 3996 cc
Jaguar XKR Convertible | Cylinders | V8
Jaguar XKR Convertible | Compressor | mechanical
Jaguar XKR Convertible | Power | 363 hp @ 6150 rpm
Jaguar XKR Convertible | Torque | 505 nm @ 3600 rpm
Jaguar XKR Convertible | Fuel feed | distributed injection
Jaguar XKR Convertible | Compression ratio | 9.0
Jaguar XKR Convertible | Bore | 86 mm
Jaguar XKR Convertible | Stroke | 86 mm
Jaguar XKR Convertible | Valves per cylinder | 4
Jaguar XKR Convertible | Speed | 250 kmph
Jaguar XKR Convertible | 0-100 kmph | 6.0 s
Jaguar XKR Convertible | Fuel consumption | 9.6 L/100km
Jaguar XKR Convertible | Fuel consumption | 18.0 L/100km
Jaguar XKR Convertible | Weight | 1750 kg
Jaguar XKR Convertible | Length | 4760 mm
Jaguar XKR Convertible | Width | 1829 mm
Jaguar XKR Convertible | Height | 1306 mm
Jaguar XKR Convertible | Seats | 2+2
Jaguar XKR Convertible | Doors | 2
Jaguar XKR Convertible | Fuel tank | 75 L
Jaguar XKR Convertible | Trunk size | 307 L
Jaguar XKR Convertible | Front track | 1504 mm
Jaguar XKR Convertible | Rear track | 1498 mm
Jaguar XKR Convertible | Wheelbase | 2588 mm
Jaguar XKR Convertible | Engine placement | front longitudinal
Jaguar XKR Convertible | Brakes | disc
Jaguar XKR Convertible | Tyres | 245/45R18 front 255/45R18 rear
Jaguar XKR Convertible | Gears | 5 auto
Jaguar XKR Convertible | Drive | rear
Jaguar XKR Coupe | Volume | 3996 cc
Jaguar XKR Coupe | Cylinders | V8
Jaguar XKR Coupe | Compressor | mechanical
Jaguar XKR Coupe | Power | 363 hp @ 6150 rpm
Jaguar XKR Coupe | Torque | 505 nm @ 3600 rpm
Jaguar XKR Coupe | Fuel feed | distributed injection
Jaguar XKR Coupe | Compression ratio | 9.0
Jaguar XKR Coupe | Bore | 86 mm
Jaguar XKR Coupe | Stroke | 86 mm
Jaguar XKR Coupe | Valves per cylinder | 4
Jaguar XKR Coupe | Speed | 250 kmph
Jaguar XKR Coupe | 0-100 kmph | 5.0 s
Jaguar XKR Coupe | Fuel consumption | 9.4 L/100km
Jaguar XKR Coupe | Fuel consumption | 18.0 L/100km
Jaguar XKR Coupe | Weight | 1640 kg
Jaguar XKR Coupe | Body | coupe
Jaguar XKR Coupe | Length | 4760 mm
Jaguar XKR Coupe | Width | 1829 mm
Jaguar XKR Coupe | Height | 1296 mm
Jaguar XKR Coupe | Seats | 2+2
Jaguar XKR Coupe | Doors | 2
Jaguar XKR Coupe | Fuel tank | 75 L
Jaguar XKR Coupe | Trunk size | 327 L
Jaguar XKR Coupe | Front track | 1504 mm
Jaguar XKR Coupe | Rear track | 1498 mm
Jaguar XKR Coupe | Wheelbase | 2588 mm
Jaguar XKR Coupe | Engine placement | front longitudinal
Jaguar XKR Coupe | Brakes | disc
Jaguar XKR Coupe | Front tyres | 245/45 R18
Jaguar XKR Coupe | Rear tyres | 225/45 R18
Jaguar XKR Coupe | Gears | 5 auto
Jaguar XKR Coupe | Drive | rear
Jimenez Novia | Volume | 4008 cc
Jimenez Novia | Cylinders | W16
Jimenez Novia | Power | 560 hp @ 10000 rpm
Jimenez Novia | Valves per cylinder | 5
Jimenez Novia | Speed | 350 kmph
Jimenez Novia | Seats | 2
Jimenez Novia | Engine placement | center longitudinal
Jimenez Novia | Brakes | disc
Jimenez Novia | Gears | 6 manual
Lamborghini 350 GT | Cylinders | V12
Lamborghini 350 GT | Power | 280 hp
Lamborghini 350 GT | Brakes | disc
Lamborghini 350 GT | Gears | 5
Lamborghini Diablo | Price | 200000 USD
Lamborghini Diablo | Price | 250000 USD
Lamborghini Diablo | Volume | 5.7 L
Lamborghini Diablo | Volume | 5729 cc
Lamborghini Diablo | Cylinders | V12
Lamborghini Diablo | Power | 485 hp
Lamborghini Diablo | Valves per cylinder | 4
Lamborghini Diablo | Speed | 325 kmph
Lamborghini Diablo | 0-100 kmph | 4.0 s
Lamborghini Diablo | Body | coupe
Lamborghini Diablo | Body | roadster
Lamborghini Diablo | Length | 4445 mm
Lamborghini Diablo | Width | 2032 mm
Lamborghini Diablo | Height | 1105 mm
Lamborghini Diablo | Seats | 2
Lamborghini Diablo | Doors | 2
Lamborghini Diablo | Fuel tank | 100 L
Lamborghini Diablo | Front track | 1540 mm
Lamborghini Diablo | Rear track | 1640 mm
Lamborghini Diablo | Wheelbase | 2642 mm
Lamborghini Diablo | Clearance | 85 mm
Lamborghini Diablo | Rear brakes | ventilated disc
Lamborghini Diablo | Front brakes | ventilated disc
Lamborghini Diablo | Gears | 5 manual
Lamborghini Diablo SV | Power | 530 hp @ 7100 rpm
Lamborghini Diablo SV | Torque | 580 nm @ 5900 rpm
Lamborghini Diablo SV | Speed | 345 kmph
Lamborghini Diablo SV | 0-100 kmph | 3.9 s
Lamborghini Diablo SV | 0-161 kmph | 9.4 s
Lamborghini Diablo SV | Weight | 1530 kg
Lamborghini Diablo SV | Front tyres | 235/40 ZR17
Lamborghini Diablo SV | Rear tyres | 335/35 ZR18
Lamborghini Diablo SV | Drive | rear
Lamborghini Diablo SV (Sport Veloce) | Power | 525 hp
Lamborghini Diablo SV (Sport Veloce) | 0-100 kmph | 4.0 s
Lamborghini Diablo VT | Power | 392 hp @ 7000 rpm
Lamborghini Diablo VT | Torque | 520 nm @ 5200 rpm
Lamborghini Diablo VT | Speed | 325 kmph
Lamborghini Diablo VT | Speed | 350 kmph
Lamborghini Diablo VT | 0-100 kmph | 4.9 s
Lamborghini Diablo VT | 0-161 kmph | 10.8 s
Lamborghini Diablo VT | Weight | 1651 kg
Lamborghini Diablo VT | Drive | full
Lamborghini Gallardo Nera | Count | 185
Lamborghini Gallardo Nera | Cylinders | V10
Lamborghini Gallardo Nera | Power | 520 hp
Lamborghini Miura P400 | Volume | 4 L
Lamborghini Miura P400 | Cylinders | V12
Lamborghini Silhouette | Volume | 3 L
Lamborghini Silhouette | Cylinders | V8
Lamborghini Silhouette | Power | 260 hp
Lamborghini Silhouette | Body | targa
Lamborghini Silhouette | Seats | 2
Lamborghini Urraco P250 | Volume | 2.5 L
Lamborghini Urraco P250 | Cylinders | V8
Lamborghini Urraco P250 | Power | 220 hp
Lexus LX 470 | Price | 85000 USD @ Moscow
Lexus LX 470 | Volume | 4664 cc
Lexus LX 470 | Power | 234 hp @ 4800 rpm
Lexus LX 470 | Speed | 175 kmph
Lexus LX 470 | 0-100 kmph | 9.9 s
Lexus LX 470 | Weight | 2450 kg
Lexus LX 470 | Length | 4890 mm
Lexus LX 470 | Width | 1940 mm
